comments,authors,likes,datetimes,sentimen,kategori
Kuhn kuhn wangi wangi tangan eci,sanzuofficial99,0 likes,2023-10-26T13:33:19.000Z,netral,engagement
JEMPOL SEMUA🔥,cilsykes,0 likes,2023-10-26T13:35:45.000Z,positif,engagement
Slaaaaaaayyy,dimas_gram,0 likes,2023-10-26T13:58:24.000Z,netral,engagement
Keyboard nya bagus juga tuh kak,vain_san,0 likes,2023-10-26T14:01:47.000Z,positif,engagement
tangan kanannya gimana,zardneurosis,0 likes,2023-10-26T14:11:41.000Z,netral,pertanyaan
Tambahin efek petir buat jadi 千鳥,obi.shatsuei,0 likes,2023-10-26T14:27:50.000Z,netral,feedback
kukira kuku pituber nyatu gitu mirip kuda,dicksonryan_,0 likes,2023-10-26T14:29:07.000Z,netral,engagement
👉👈,alvien_tatsuya04,0 likes,2023-10-26T15:08:09.000Z,netral,engagement
Kok tangannya dakian belom mandi ya,argajah,0 likes,2023-10-26T15:09:56.000Z,negatif,engagement
Finally 👨‍🔬 tangan terong,stcam23rr,0 likes,2023-10-26T15:35:17.000Z,positif,engagement
😋Jari pituber😍,blu3fla9,0 likes,2023-10-26T16:13:15.000Z,netral,engagement
Apakah ini tangan yang belum mandi,mfpo7_09,0 likes,2023-10-26T16:23:35.000Z,netral,pertanyaan
👉👈,kal.talahatu,0 likes,2023-10-26T16:57:05.000Z,netral,engagement
Lanang ko make kutej,dvadlann,0 likes,2023-10-26T17:25:22.000Z,negatif,pertanyaan
Klo aku kasih cincin di jari manis mau nggak chi ?,griffon_shinigami,0 likes,2023-10-26T17:27:44.000Z,positif,pertanyaan
hoo trnyata orang ril,hannaziat,0 likes,2023-10-26T20:24:54.000Z,positif,engagement
Aww...,abud_doang,0 likes,2023-10-26T23:20:32.000Z,netral,engagement
Glitter ny ganti pake bon cabe,fahmiffadillah,0 likes,2023-10-26T23:58:58.000Z,netral,feedback
"cakep bang kuku nya, lebih cakepny lgi mandi dlu sebelum foto bang 😁",yogipn_,0 likes,2023-10-27T01:34:50.000Z,positif,feedback
Minimal mukanya di liatin juga 😋,fadzilashari,0 likes,2023-10-27T02:08:15.000Z,positif,feedback
Tangan siapa tu chi?,rehonsss,0 likes,2023-10-27T02:43:53.000Z,netral,pertanyaan
Kukira jarinya segede terong,bochan_2.0,0 likes,2023-10-27T05:17:02.000Z,negatif,engagement
Kurang uratnya aja bang😁,npc.sall,0 likes,2023-10-27T10:00:18.000Z,negatif,feedback
terong awas kalo cebok taik nya nyangkut,farhanahannn,0 likes,2023-10-27T10:09:42.000Z,netral,engagement
pen pegang,dahlah.skip,0 likes,2023-10-27T11:10:46.000Z,positif,engagement
Tangan nya keriput pasti udh berumur kan,sendyirhm.ur,0 likes,2023-10-27T12:51:31.000Z,negatif,pertanyaan
Ingin ku emut saking imutnya😍,minamixenon,0 likes,2023-10-27T13:45:12.000Z,positif,engagement
Kuku macan,passinaja,0 likes,2023-10-28T03:25:25.000Z,netral,engagement
Kuku Kucing Tuh...,kichiro_chan.ch,0 likes,2023-10-28T16:02:04.000Z,netral,engagement
potong dlu atuh Kukunya,penggunaiinstaagram_,0 likes,2023-10-29T00:56:26.000Z,netral,feedback
"Mirip tangan gua, cuma warnanya doang yng beda :v",zervmi,0 likes,2023-10-29T03:12:40.000Z,positif,engagement
Wahh kerenn keknya cocok deh gandengan tangan sama gw 😂,markuzak,0 likes,2023-10-29T05:29:50.000Z,positif,engagement
minum dulu cik,dani_zakaria_63,0 likes,2023-10-29T08:18:26.000Z,netral,feedback
Durasi videonya emang 3 jam ya?,_andre73,17 likes,2023-06-29T05:51:26.000Z,netral,pertanyaan
sial knp gw tutup mata dan senyum² sendiri,wga.ae,38 likes,2023-06-27T13:20:38.000Z,negatif,pertanyaan
Sial kenapa aku tersipu malu:),masrdwnnn_ciroo,95 likes,2023-06-21T03:56:18.000Z,negatif,pertanyaan
♪Jantung berdebar debar♪,andhika_n5,35 likes,2023-06-27T17:32:14.000Z,positif,engagement
Mana tahan😋,qiooo03__,21 likes,2023-06-20T04:03:11.000Z,netral,engagement
bang tolong bang ini kenapa gw senyum2 sendiri,whttysan_,5 likes,2023-06-28T15:40:16.000Z,netral,pertanyaan
Sial sepertinya aku sudah gila,strcry_szell,416 likes,2023-06-22T15:01:55.000Z,negatif,engagement
Sialll aku ngestuk lagiii😭😭,fi.rdaus1533,2 likes,2023-06-30T04:16:37.000Z,negatif,engagement
Salam sehat😎👊,riyooonn,8 likes,2023-06-28T01:49:21.000Z,netral,engagement
Terong yg bikin birahi suaranya,kang_fedens,180 likes,2023-06-20T12:47:17.000Z,positif,engagement
Biasa aja sih (imut banget bjir),rippo_endevaor,19 likes,2023-06-27T14:37:13.000Z,positif,engagement
"kok gini doang gua salting, senyum² sendiri 😔",fwairy_cix,5 likes,2023-06-28T09:55:14.000Z,positif,pertanyaan
Wahhhh 😍😍@rafi_nz_0318@keongsuper,michaelhardyan,0 likes,2023-06-28T08:46:40.000Z,netral,engagement
Terong yang satu ini emang sering membuat salting,rv.aaliii,2 likes,2023-06-28T06:16:20.000Z,positif,engagement
@taqimurphypantas sering ko pake headset ini nudengar to,repostvin,0 likes,2023-07-15T03:40:20.000Z,positif,engagement
@haikalmusaffarmwach,mh.qsslfzn,0 likes,2023-06-20T03:10:29.000Z,netral,engagement
anomali terong,hikariiidk,3 likes,2023-06-28T08:50:18.000Z,negatif,engagement
Mana tahan 😋,12hmdfx_,4 likes,2023-06-27T07:45:19.000Z,netral,engagement
@this.yatt_,d.salahudin_,0 likes,2023-06-26T12:37:16.000Z,netral,engagement
@milyhayo.tokunimehsometimes 😁,de_zeir,1 like,2023-06-28T07:56:28.000Z,netral,engagement
@nekoodayou🤯🔥,dividedwestand29,1 like,2023-06-27T11:11:08.000Z,netral,engagement
😳,arthya.css,0 likes,2023-06-28T05:26:17.000Z,netral,engagement
@azrul_rmdhn,rend_xd66,0 likes,2023-07-03T09:23:58.000Z,netral,engagement
@brillianalifalif,dimmm_777,0 likes,2023-06-28T16:58:51.000Z,netral,engagement
@rn.dka_waduh agung,nfl_fwz,0 likes,2023-06-27T14:36:38.000Z,netral,engagement
@akbryfpUwoooogh,rakaizarro,0 likes,2023-06-28T15:41:06.000Z,netral,engagement
Sial volume gwe full+ ad bapak gwe 🗿🗿,_zeenn01,2 likes,2023-06-27T12:20:06.000Z,negatif,feedback
waduh,harupedia.id,1 like,2023-06-29T00:20:59.000Z,negatif,engagement
Ga dlu terong,liffx___,3 likes,2023-06-28T11:26:53.000Z,negatif,engagement
Sial kenapa aku lihat berkali ² aku sudah gila,zeta_smp_8d,2 likes,2023-07-22T08:08:27.000Z,negatif,pertanyaan
Ga mau kalo sama terong 🤢,snaevyy,6 likes,2023-07-01T09:24:17.000Z,negatif,engagement
@wildan_wk7muach,pitojirou,0 likes,2023-07-15T08:08:51.000Z,netral,engagement
Oh no dikecup terong 😂,delete_man1,3 likes,2023-06-29T01:31:51.000Z,positif,engagement
@akml_ghifar28wibuu,bill_leks505,0 likes,2023-07-03T10:42:06.000Z,netral,engagement
@bmaa_pzksial,rrrangga14,1 like,2023-06-28T09:57:28.000Z,netral,engagement
"Ciee yg senyum² sendiri 😁, like dulu kalo sama >>>>>>>>",sena_is_your_best____,5 likes,2023-06-28T09:58:09.000Z,positif,engagement
HELPP MELELEH AKU,akunaselimatot,0 likes,2023-06-20T01:26:23.000Z,positif,engagement
😳,noir11o7,0 likes,2023-06-20T01:40:11.000Z,netral,engagement
Tolooong ada terong,sastra005,0 likes,2023-06-20T01:56:47.000Z,negatif,engagement
iya deh iya,d_pin_too_,0 likes,2023-06-20T02:03:54.000Z,netral,engagement
Yeuuu sa ae terong,matsuri_channnnnnnn,0 likes,2023-06-20T02:23:33.000Z,netral,engagement
Waduh min,justanart.k,0 likes,2023-06-20T03:27:55.000Z,negatif,engagement
Kak echi ngehalu cium ALhaitam,nasekunnasekun,0 likes,2023-06-20T03:50:08.000Z,negatif,engagement
Ahhhhhhh,arief.street,0 likes,2023-06-20T06:54:19.000Z,netral,engagement
jangan tergoda kaum muslime 👑,rf_yhta,0 likes,2023-06-20T07:09:51.000Z,netral,engagement
@elaine.celestiaterongg,diofahryy,0 likes,2023-06-20T08:13:46.000Z,netral,engagement
Dicium terong maniezzzs😜,torikskizofrenia,0 likes,2023-06-20T08:14:46.000Z,positif,engagement
Terong terong meresahkan@elaine.celestia,marcwicak,0 likes,2023-06-20T11:56:16.000Z,negatif,engagement
Sial aku baper,rillfekiter,0 likes,2023-06-21T23:10:54.000Z,negatif,engagement
Gini doang senyum anj,vice.pi,0 likes,2023-06-22T14:03:04.000Z,negatif,engagement
Coo salting brutal ahh,hhbbie__,0 likes,2023-06-22T15:03:56.000Z,positif,engagement
😮,adt.kristian_,0 likes,2023-06-23T05:58:30.000Z,netral,engagement
Knp gw senyum ;),taffy_eue,0 likes,2023-06-23T15:37:51.000Z,positif,pertanyaan
@keeeeevnn,krzz_15,0 likes,2023-06-24T12:08:47.000Z,netral,engagement
terong😋,akiraa_iya,0 likes,2023-06-24T18:38:16.000Z,netral,engagement
Ak MW😋,iam.alf__,0 likes,2023-06-25T11:56:06.000Z,positif,engagement
Mana tahan😍,gilang9259ramadhan,0 likes,2023-06-25T14:45:32.000Z,netral,engagement
Bocah skizo,mangvalen_,0 likes,2023-06-26T00:46:14.000Z,negatif,engagement
Infoo org nya wehhh,etoto_555,0 likes,2023-06-26T04:07:09.000Z,netral,engagement
HALU BAT🗿🗿,viantioka,0 likes,2023-06-26T05:36:25.000Z,netral,engagement
Terong satu ini sangat bikin hati klepek-klepek,hersyaaaa,0 likes,2023-06-27T04:51:23.000Z,positif,engagement
No thanks,adnunzz,0 likes,2023-06-27T05:20:35.000Z,negatif,engagement
"Kukira bilang ""Mau digenjot""",____teaaddict,0 likes,2023-06-27T06:30:26.000Z,netral,engagement
Ketika lupa minum obat,kalebilebi,0 likes,2023-06-27T06:35:00.000Z,netral,engagement
Ungu anomali,miz_tz26,0 likes,2023-06-27T07:13:03.000Z,negatif,engagement
Kalian udah berapa lama di sini?,taufikramdani27,0 likes,2023-06-27T11:12:41.000Z,netral,pertanyaan
@krisnawdk,nanda_satset,0 likes,2023-06-27T12:10:55.000Z,netral,engagement
Tau aja kmuh,andikaiskandar03,0 likes,2023-06-27T23:47:35.000Z,positif,engagement
Ngaceng wkwkwkwkwkw,arraheng_,0 likes,2023-06-28T01:29:39.000Z,positif,engagement
@rasssiiuuu,mfikri2604,0 likes,2023-06-28T02:11:39.000Z,netral,engagement
Gk mau,aryainx_,0 likes,2023-06-28T03:40:52.000Z,negatif,engagement
Terong sok asik,bsdjati,0 likes,2023-06-28T03:43:52.000Z,negatif,engagement
Terong dongok😋,devon_1.s,0 likes,2023-06-28T04:01:22.000Z,negatif,engagement
Sial senyum² sendiri gw,rafael.al_,0 likes,2023-06-28T04:26:04.000Z,negatif,engagement
"Lebih suka suara zeta si, halo sayangggg",minato_aqua_is_mine,0 likes,2023-06-28T05:06:12.000Z,negatif,feedback
"Bang gw lagi scroll ig trus ngantuk ketemu video ini, jadi beneran anjir",walykun_,0 likes,2023-06-28T06:07:49.000Z,positif,engagement
Mau mau mau mau,cash.rasyaa,0 likes,2023-06-28T06:46:26.000Z,positif,engagement
Salam gila💊,havoc_xv,0 likes,2023-06-28T07:34:34.000Z,netral,engagement
@luthfihalimawanawowkowk,teslad.waterlaw,0 likes,2023-06-28T07:44:28.000Z,netral,engagement
Aduhhh >///<,dimas.ay_,0 likes,2023-06-28T07:51:59.000Z,negatif,engagement
Terong,julio.christianto,0 likes,2023-06-28T08:02:21.000Z,netral,engagement
BAJINGAN NGAPAIN GW SENYUM SENYUM ANJING UDAH GILA GW,tristumor,0 likes,2023-06-28T09:03:59.000Z,positif,pertanyaan
nooo terong,hmdputraa,0 likes,2023-06-28T09:15:37.000Z,negatif,engagement
tumben anomali terong jadi imut,ameganee32._,0 likes,2023-06-28T09:16:21.000Z,positif,engagement
Jangan sekarang kak aku lagi berak b3lum cebok,danzupiter28,0 likes,2023-06-28T09:38:01.000Z,netral,engagement
☺️,itsmexunas,0 likes,2023-06-28T09:58:44.000Z,netral,engagement
krinj manusia sialan,andiee_4you,0 likes,2023-06-28T10:38:50.000Z,negatif,engagement
Gmw dikecup futa,rizki_1z,0 likes,2023-06-28T11:20:58.000Z,negatif,engagement
Udah woy udah,hanapi_baik_hati,0 likes,2023-06-28T11:22:47.000Z,negatif,engagement
@frenly.h,dirayz1,0 likes,2023-06-28T11:51:17.000Z,netral,engagement
Ngggak mau gua dikecup terong,alfqra_oid,0 likes,2023-06-28T11:59:58.000Z,negatif,engagement
@safelinno_22,gazuugaaa_,0 likes,2023-06-28T13:14:19.000Z,netral,engagement
"please god, forgive me",stuggler912,0 likes,2023-06-28T13:16:59.000Z,positif,engagement
Thank you for this now my ears are bleeding and i'm almost deaf because of this 🔥🔥🔥,jackinformob,0 likes,2023-06-28T13:55:34.000Z,positif,engagement
"Sial, jatungku berdebar!",rayhan_faiha,0 likes,2023-06-28T14:13:47.000Z,negatif,engagement
Sial kenapa aku tersipu,nanda_firmansyah2310,0 likes,2023-06-28T14:35:02.000Z,negatif,engagement
Risu😁,perfect_human_king_kesste,0 likes,2023-06-28T15:00:12.000Z,netral,engagement
"Gila, wibu kalau gak Stres ya cabul.....",michael99999909,0 likes,2023-06-28T15:06:53.000Z,negatif,engagement
iii iya iyaa sukaa,shaannnks,0 likes,2023-06-28T15:24:22.000Z,positif,engagement
Mamah AQ salting,ataya_nw,0 likes,2023-06-28T15:25:25.000Z,positif,engagement
Aku maluu,callmewahcutt,0 likes,2023-06-28T15:52:22.000Z,positif,engagement
Waduh,adinddaaaaaaaaaa,0 likes,2023-06-28T16:29:51.000Z,negatif,engagement
@luthfihalimawan,awantiosaputro123,0 likes,2023-06-28T23:25:04.000Z,netral,engagement
Terong vokep,starshiinn,0 likes,2023-06-29T00:14:04.000Z,negatif,engagement
Streess goblok,guntur.apw,0 likes,2023-06-29T01:05:31.000Z,negatif,engagement
Mau dikecot,luxman.2004,0 likes,2023-06-29T01:37:47.000Z,netral,engagement
nooo anomali terong,ekuivln_,0 likes,2023-06-29T01:55:25.000Z,negatif,engagement
Sudah tak terselamatkan 💀,fviann6713,0 likes,2023-06-29T01:55:32.000Z,negatif,engagement
💀💀,aidinrafa,0 likes,2023-06-29T02:49:42.000Z,netral,engagement
gamau kecup maunya ewe 😋,viscaust,0 likes,2023-06-29T03:15:01.000Z,negatif,feedback
@asyun_hakim,ranyuuki_154,0 likes,2023-06-29T10:55:06.000Z,netral,engagement
"Terong bener""",_zayfay,0 likes,2023-06-29T11:32:52.000Z,netral,engagement
genjutsu ny kuat kali,taka0f,0 likes,2023-06-29T11:56:27.000Z,netral,engagement
True,i_am_sem22,0 likes,2023-06-29T12:21:07.000Z,positif,engagement
Diluar biasa aja di hati berbunga bunga,joel_joestars,0 likes,2023-06-29T13:32:14.000Z,positif,engagement
"1 word., its cringe, 2d, grafic kartun, too much halu bullshit, andd Bawu bhawang, gaterima?, yah wajar jujur itu lebih menyakitkan",arefakeanu_,0 likes,2023-06-29T13:46:08.000Z,negatif,feedback
lanjut scrool aja bang gw dsini udh 1minggu,notyourshii__,0 likes,2023-06-29T13:51:13.000Z,netral,engagement
"Hei, kawan, lanjut aja. Saia sudah 3 hari di sini",galihgates_172,0 likes,2023-06-29T13:58:12.000Z,netral,engagement
@m__supyanalamak😋,kenzhia.pr,0 likes,2023-06-29T14:02:25.000Z,netral,engagement
reflek deketin hp ke bibir,hexzyboy,0 likes,2023-06-29T15:24:03.000Z,positif,engagement
Sial Aku kena genjutsu Terong,acumalakadapii,0 likes,2023-06-29T22:10:18.000Z,negatif,engagement
Terong🍆 satu ini lumayan menggoda ya,zaky_osborn,0 likes,2023-06-30T02:28:01.000Z,positif,engagement
Fak,k.jrc32,0 likes,2023-06-30T03:36:10.000Z,negatif,engagement
"😮😮😮😮😮, aku mauuu",bintangsoenji,0 likes,2023-06-30T04:39:50.000Z,positif,engagement
NOOOOO TERONGGF,_bianae,0 likes,2023-06-30T04:58:45.000Z,negatif,engagement
Stress(gwejh),4ichan.ai,0 likes,2023-07-01T01:54:07.000Z,negatif,engagement
echi 4no🍆🍆,fyzzz0,0 likes,2023-07-01T02:12:52.000Z,negatif,engagement
"Mau sih dikecup, tapi kepala yg bawah😋🥵🥵",niamisme_,0 likes,2023-07-01T02:23:07.000Z,netral,engagement
Kek nya gw dah gila,izumii_otaku,0 likes,2023-07-01T03:08:25.000Z,positif,engagement
Stress,sarahbaimagustono,0 likes,2023-07-01T05:09:03.000Z,negatif,engagement
Waduh reflek nutup mata 🗿,water.melon.1549,0 likes,2023-07-01T07:02:58.000Z,negatif,engagement
Sisi lain dari si terong ini lebih berbaya lagi,haruukiii_20,0 likes,2023-07-01T09:57:09.000Z,netral,engagement
"terong stop nanti Zeta bakal lihat kita, arrgghh tidakk....",justhazwan,0 likes,2023-07-01T13:00:20.000Z,negatif,feedback
@krisnawdk,gihansafadkal,0 likes,2023-07-02T05:24:52.000Z,netral,engagement
Bro try to cover his face💀,muuhd_matesa,0 likes,2023-07-02T11:48:19.000Z,netral,feedback
@luthfihalimawan,tensaiboy_,0 likes,2023-07-02T14:35:02.000Z,netral,engagement
:v,dims.alif,0 likes,2023-07-03T00:02:05.000Z,netral,engagement
Bg terong,axlunar_955,0 likes,2023-07-03T04:11:28.000Z,netral,engagement
I punched my screen for the 2nd time,sloog_tag,0 likes,2023-07-03T10:30:53.000Z,netral,engagement
Ini durasinya brp lama kok gak selesai selesai,lucyvour_,0 likes,2023-07-03T11:56:16.000Z,negatif,pertanyaan
Pake apa?,fahri_dehh,0 likes,2023-07-03T12:04:13.000Z,netral,pertanyaan
Gendeng,wilif_wilof_wilay,0 likes,2023-07-03T12:19:39.000Z,negatif,engagement
Help i Cant stop giggle,crossback_red_tail,0 likes,2023-07-04T01:23:15.000Z,positif,engagement
"""Mon cher JNR""",linorax_,0 likes,2023-07-04T07:00:11.000Z,netral,engagement
@raffly200173@fi1rly,astinn.id,0 likes,2023-07-04T07:54:02.000Z,netral,engagement
Rill tapi skrg dah jarang make 😅,arles_kita,0 likes,2023-07-04T08:39:05.000Z,positif,engagement
i watching this without airpod,zii_png,0 likes,2023-07-04T09:54:39.000Z,negatif,engagement
Mau di genjot😋,arkarahm,0 likes,2023-07-05T06:23:45.000Z,positif,engagement
Emg boleh ya se halu ini,rivaldhomachaw,0 likes,2023-07-07T05:29:22.000Z,netral,pertanyaan
Sudah seminggu saya disini,x_guys578,0 likes,2023-07-07T19:05:48.000Z,netral,engagement
Ptuber terong?,abcdirtod,0 likes,2023-07-07T19:57:24.000Z,netral,pertanyaan
Ga makasi😁🙏,yudiana582,0 likes,2023-07-07T23:57:28.000Z,negatif,engagement
gamauu,nazar.diaz,0 likes,2023-07-10T10:56:04.000Z,negatif,engagement
Aku yang lebih fokus ke yang atas,billy_lol_wkwk,0 likes,2023-07-10T16:55:44.000Z,netral,engagement
aduhh terongg iyaa terongg 🥰🥰,verulatzyyy,0 likes,2023-07-12T05:15:17.000Z,positif,engagement
tf animasi terong,farhan.hdi,0 likes,2023-07-12T08:12:46.000Z,negatif,engagement
"senyum"", sendiri gw emg hrs emg rumput",yvng_jek,0 likes,2023-07-12T14:00:47.000Z,positif,engagement
Ketika lagi nonton yt :,rydd.tzy,0 likes,2023-07-12T22:41:22.000Z,netral,engagement
Gila kalian,_tetum,0 likes,2023-07-13T05:13:54.000Z,negatif,engagement
Gepeng gepeng,yogg6_66,0 likes,2023-07-13T06:48:13.000Z,negatif,feedback
"Ku Kira ""mau Di kocok""",sanzftzoro,0 likes,2023-07-14T07:50:17.000Z,negatif,engagement
😂😂😂😂😂😂😂😂,d_neko_o,0 likes,2023-07-18T13:19:32.000Z,netral,engagement
Gue yang GK tutup mata karna taku berubah jadi berbatang🗿,r_ojzan14,0 likes,2023-07-19T12:12:24.000Z,negatif,engagement
anjing real story@m_adrianfern@mohamadkhalifa406,r.ariestian_,0 likes,2023-07-21T02:34:33.000Z,netral,engagement
gepenk,cina_jamsut,0 likes,2023-07-29T06:07:47.000Z,negatif,feedback
@museid.acgadmin?🤨🤨,xennonblade,0 likes,2023-09-06T11:36:02.000Z,netral,engagement
Sial gw malah senyum² sendiri,vids6138,0 likes,2023-09-08T15:47:45.000Z,negatif,engagement
Inilah alasan suka echi kadang dribel2 ndak jelas tapi ada sisi UwU nya 🗿,perlambang_tunggal_religianto,0 likes,2023-09-09T00:01:25.000Z,positif,engagement
Mau lu di kecup mbamba gendut?,tulisajaudah,0 likes,2023-09-13T11:34:26.000Z,netral,pertanyaan
